key	value
SKILL_FLUXSPEAR_RANK_2_DESCRIPTOR	Deals $SKP initial damage. Stuns hit targets for <color=yellow>1.2 seconds.</color>
SKILL_FLUXSPEAR_RANK_3_DESCRIPTOR	Deals $SKP initial damage. Stuns hit targets for <color=yellow>1.6 seconds.</color>
SKILL_FLUXSPEAR_RANK_4_DESCRIPTOR	Deals $SKP initial damage. Stuns hit targets for <color=yellow>2 seconds.</color>
SKILL_IMBUE_NAME	Imbue
SKILL_IMBUE_DESCRIPTION	Imbues a mystical spirit to the caster and nearby allies, <color=cyan>increasing their maximum mana and magic power.</color>
SKILL_IMBUE_RANK_1_DESCRIPTOR	
SKILL_IMBUE_RANK_2_DESCRIPTOR	
SKILL_IMBUE_RANK_3_DESCRIPTOR	
SKILL_IMBUE_RANK_4_DESCRIPTOR	
SKILL_IMBUE_RANK_5_DESCRIPTOR	
SKILL_NOVA_NAME	Nova
SKILL_NOVA_DESCRIPTION	Area of effect skill that emits a ring of magic energy around the caster, pushing back enemies.
SKILL_NOVA_RANK_1_DESCRIPTOR	Deals $SKP initial damage. 35% Knockback Force on hit.
SKILL_NOVA_RANK_2_DESCRIPTOR	Deals $SKP initial damage. 45% Knockback Force on hit.
SKILL_NOVA_RANK_3_DESCRIPTOR	Deals $SKP initial damage. 55% Knockback Force on hit.
SKILL_PRISM_NAME	Prism
SKILL_PRISM_DESCRIPTION	Forms a shield around the caster, absorbing any incoming damage.
SKILL_PRISM_RANK_1_DESCRIPTOR	
SKILL_PRISM_RANK_2_DESCRIPTOR	
SKILL_PRISM_RANK_3_DESCRIPTOR	
SKILL_PRISM_RANK_4_DESCRIPTOR	
SKILL_PRISM_RANK_5_DESCRIPTOR	
SKILL_RESTORA_NAME	Restora
SKILL_RESTORA_DESCRIPTION	Restores nearby allies health, including the Casters health.
SKILL_RESTORA_RANK_1_DESCRIPTOR	Heals the Caster and surrounding allies for $SKP hitpoints.
SKILL_RESTORA_RANK_2_DESCRIPTOR	Heals the Caster and surrounding allies for $SKP hitpoints.
SKILL_RESTORA_RANK_3_DESCRIPTOR	Heals the Caster and surrounding allies for $SKP hitpoints.
SKILL_RESTORA_RANK_4_DESCRIPTOR	Heals the Caster and surrounding allies for $SKP hitpoints.
SKILL_ALACRITY_NAME	Alacrity
SKILL_ALACRITY_DESCRIPTION	Applies a clearcast boon. The next cast will be instant with no mana, health or stamina cost.
SKILL_ALACRITY_RANK_1_DESCRIPTOR	$CASTTIME\n
SKILL_ALACRITY_RANK_2_DESCRIPTOR	$CASTTIME\n
SKILL_ALACRITY_RANK_3_DESCRIPTOR	$CASTTIME\n
SKILL_INNER_FOCUS_NAME	Inner Focus
SKILL_INNER_FOCUS_DESCRIPTION	Provides a buff that guarantees a 100% Critical Strike chance for the next attack.
SKILL_INNER_FOCUS_RANK_1_DESCRIPTOR	$CASTTIME
SKILL_INNER_FOCUS_RANK_2_DESCRIPTOR	$CASTTIME
SKILL_INNER_FOCUS_RANK_3_DESCRIPTOR	$CASTTIME
SKILL_LEG_UP_NAME	Leg Up
SKILL_LEG_UP_DESCRIPTION	Grants a movement speed increase buff, additionally increasing evasion.
SKILL_LEG_UP_RANK_1_DESCRIPTOR	
SKILL_LEG_UP_RANK_2_DESCRIPTOR	
SKILL_LEG_UP_RANK_3_DESCRIPTOR	
SKILL_RECALL_NAME	Recall
SKILL_RECALL_DESCRIPTION	Recalls the player back to Sanctum, spawning a portal to return where the caster recalled from. <color=lime>Can only cast outside of Sanctum.</color>
SKILL_RECALL_RANK_1_DESCRIPTOR	Takes you back to Sanctum.\nTo cast recall, press $RECALLINPUT.
SKILL_RECOVERY_NAME	Recovery
SKILL_RECOVERY_DESCRIPTION	Applies a healing condition that restores health over time.
SKILL_RECOVERY_RANK_1_DESCRIPTOR	
SKILL_RECOVERY_RANK_2_DESCRIPTOR	
SKILL_RECOVERY_RANK_3_DESCRIPTOR	
SKILL_RECOVERY_RANK_4_DESCRIPTOR	
SKILL_RECOVERY_RANK_5_DESCRIPTOR	
SKILL_ROCK_TOSS_NAME	Rock Toss
SKILL_ROCK_TOSS_DESCRIPTION	Tosses a rock, generating high threat on hit targets.
SKILL_ROCK_TOSS_RANK_1_DESCRIPTOR	Deals $SKP damage. $COOLDWN
SKILL_ROCK_TOSS_RANK_2_DESCRIPTOR	Deals $SKP damage. $COOLDWN
SKILL_ROCK_TOSS_RANK_3_DESCRIPTOR	Deals $SKP damage. $COOLDWN
SKILL_SIPHON_LEECH_NAME	Siphon Leech
SKILL_SIPHON_LEECH_DESCRIPTION	Shoots a siphoning projectile that spawns eldritch leeches on the hit target, healing the caster as they deal damage.
SKILL_SIPHON_LEECH_RANK_1_DESCRIPTOR	Deals $SKP initial damage, then $MKP siphoning damage every second.
SKILL_SIPHON_LEECH_RANK_2_DESCRIPTOR	Deals $SKP initial damage, then $MKP siphoning damage every second.
SKILL_SIPHON_LEECH_RANK_3_DESCRIPTOR	Deals $SKP initial damage, then $MKP siphoning damage every second.
SKILL_STURDY_NAME	Sturdy
SKILL_STURDY_DESCRIPTION	Provides a buff that grants immunity to knockback and auto parries incoming attacks.
SKILL_STURDY_RANK_1_DESCRIPTOR	
SKILL_STURDY_RANK_2_DESCRIPTOR	
SKILL_STURDY_RANK_3_DESCRIPTOR	
STAT_ATTRIBUTE_STRENGTH_NAME	Strength
STAT_ATTRIBUTE_STRENGTH_DESCRIPTOR	Increases Attack Power and Max Stamina.
STAT_ATTRIBUTE_MIND_NAME	Mind
STAT_ATTRIBUTE_MIND_DESCRIPTOR	Increases Magic Power and Max Mana.
STAT_ATTRIBUTE_DEXTERITY_NAME	Dexterity
STAT_ATTRIBUTE_DEXTERITY_DESCRIPTOR	Increases Dex Power, Attack Critical %, and Magic Critical %.
STAT_ATTRIBUTE_VITALITY_NAME	Vitality
STAT_ATTRIBUTE_VITALITY_DESCRIPTOR	Increases Max Health.
WEAPON_TYPE_UNARMED_NAME	Unarmed
WEAPON_TYPE_KATARS_NAME	Katars
WEAPON_TYPE_MELEE_NAME	Melee
WEAPON_TYPE_HEAVY_MELEE_NAME	Heavy Melee
WEAPON_TYPE_POLEARM_NAME	Polearm
WEAPON_TYPE_RANGE_WEAPON_NAME	Range Weapon
WEAPON_TYPE_MAGIC_SCEPTER_NAME	Magic Scepter
WEAPON_TYPE_MAGIC_BELL_NAME	Magic Bell
DIALOGDATA_ANGELA_NAME_TAG	Angela
DIALOGDATA_ANGELA_BRANCH_0_DIALOG_0_INPUT	Hm?
DIALOGDATA_ANGELA_BRANCH_0_DIALOG_0_INPUT_ALT_0	Hm?
DIALOGDATA_ANGELA_BRANCH_0_DIALOG_0_INPUT_ALT_1	Si?
DIALOGDATA_ANGELA_BRANCH_0_DIALOG_0_INPUT_ALT_2	Oh?
DIALOGDATA_ANGELA_BRANCH_0_DIALOG_0_SELECTION_0	Olvidalo...
DIALOGDATA_ANGELA_BRANCH_0_DIALOG_0_SELECTION_1	Me gustaria saber...
DIALOGDATA_ANGELA_BRANCH_0_DIALOG_0_SELECTION_2	Tienes alguna mision?
DIALOGDATA_ANGELA_BRANCH_1_DIALOG_0_INPUT	Bueno... veamos que puedes hacer, ¿te parece?
DIALOGDATA_ANGELA_BRANCH_1_DIALOG_0_INPUT_ALT_0	Bueno... veamos que puedemos hacer, ¿esta bien?
DIALOGDATA_ANGELA_BRANCH_1_DIALOG_0_INPUT_ALT_1	Hm, Bueno... Veamos...
DIALOGDATA_ANGELA_BRANCH_1_DIALOG_0_INPUT_ALT_2	A este mundo le vendraía bien un poco de pureza, ¿no?
DIALOGDATA_ANGELA_BRANCH_1_DIALOG_0_SELECTION_0	Te veo luego!
DIALOGDATA_ANGELA_BRANCH_1_DIALOG_0_SELECTION_1	Una cosa mas...
DIALOGDATA_ANGELA_BRANCH_2_DIALOG_0_INPUT	Mi conocimiento es tuyo, en que puedo ayudarte?
DIALOGDATA_ANGELA_BRANCH_2_DIALOG_0_SELECTION_0	Eh, bueno...
DIALOGDATA_ANGELA_BRANCH_2_DIALOG_0_SELECTION_1	Que son los Misticos?
DIALOGDATA_ANGELA_BRANCH_2_DIALOG_0_SELECTION_2	Donde estamos?
DIALOGDATA_ANGELA_BRANCH_2_DIALOG_0_SELECTION_3	Quien eres?
DIALOGDATA_ANGELA_BRANCH_2_DIALOG_0_SELECTION_4	Me han elegido?
DIALOGDATA_ANGELA_BRANCH_3_DIALOG_0_INPUT	Estas en el santuario, la ultima fortaleza de la paz de este mundo corrompido...
DIALOGDATA_ANGELA_BRANCH_3_DIALOG_1_INPUT	Ninguna creatura del mal puede entrar mientras este aqui. Asi lo quizo el destino, Estare Aqui solo para que el santuario este seguro.
DIALOGDATA_ANGELA_BRANCH_3_DIALOG_1_SELECTION_0	Ya veo. Entonces...
DIALOGDATA_ANGELA_BRANCH_4_DIALOG_0_INPUT	Eres muy curioso, pequeño...
DIALOGDATA_ANGELA_BRANCH_4_DIALOG_1_INPUT	Soy uno de los 3 guardianes que han vigilado esta tierra desde sus comienzos.
DIALOGDATA_ANGELA_BRANCH_4_DIALOG_2_INPUT	Antes podia verlo todo, pero mi magia se ha debilitado por... circuntancias desafortunadas.
DIALOGDATA_ANGELA_BRANCH_4_DIALOG_3_INPUT	Todo lo que puedo hacer ahora es mantener este mundo roto conectado, mantener el escudo del santuario Y alejarlo de la oscuridad.
DIALOGDATA_ANGELA_BRANCH_4_DIALOG_4_INPUT	Sin mi magia, tu alma estaria atrapada, Y perdida para siempre... Atascado en un lugar desconocido.
DIALOGDATA_ANGELA_BRANCH_4_DIALOG_4_SELECTION_0	Ya veo. Entonces...
DIALOGDATA_ANGELA_BRANCH_4_DIALOG_4_SELECTION_1	Es algo... Preocupante.
DIALOGDATA_ANGELA_BRANCH_5_DIALOG_0_INPUT	Estas en buenas manos, Pequeño...
DIALOGDATA_ANGELA_BRANCH_5_DIALOG_1_INPUT	Ten Fe, Hay muchas almas como la tuya que podrian heredar estas tierras puras.
DIALOGDATA_ANGELA_BRANCH_5_DIALOG_2_INPUT	Manten tu determinacion, Y manten tu cabeza en alto... Creo en ti.
DIALOGDATA_ANGELA_BRANCH_6_DIALOG_0_INPUT	Oh? T-tu estas interezado en mis estudios?
DIALOGDATA_ANGELA_BRANCH_6_DIALOG_1_INPUT	Bueno... 
DIALOGDATA_ANGELA_BRANCH_6_DIALOG_2_INPUT	Perdona, no es muy comun que me pregunten esto.
DIALOGDATA_ANGELA_BRANCH_6_DIALOG_3_INPUT	Eligir ser un mistico desbloquea todo el potencial de tu mente, dandote la habilidad de ejecutar poderos hechizos.
DIALOGDATA_ANGELA_BRANCH_6_DIALOG_4_INPUT	Puedes protegernos a nosostros con una barrera, Lanzar Estacas Explosivas, Y Atravesar objectivos cercanos...
DIALOGDATA_ANGELA_BRANCH_6_DIALOG_5_INPUT	Explicandolo Resumidamente, La magia arcana de los misticos usa tu propia energia...
DIALOGDATA_ANGELA_BRANCH_6_DIALOG_6_INPUT	Eso abarca muchas cosas, No te parece?
DIALOGDATA_ANGELA_BRANCH_7_DIALOG_0_INPUT	Ah, Si...
DIALOGDATA_ANGELA_BRANCH_7_DIALOG_1_INPUT	Tu no eres de este mundo, Pequeño. Una vez fuiste un ser vivo en un mundo muy distante al nuestro.
DIALOGDATA_ANGELA_BRANCH_7_DIALOG_2_INPUT	Cualquier cosa pudo haber ocurrido, de eso no tengo certeza...
DIALOGDATA_ANGELA_BRANCH_7_DIALOG_3_INPUT	He convocado tu alma, de entre muchas otras, para que vivas una vez mas, Y protejas este mundo de la oscuridad.
DIALOGDATA_ANGELA_BRANCH_7_DIALOG_4_INPUT	Me asegurare que tu alma se mantenga pura Y protegida de aquello que aceche fuera del santuario.
DIALOGDATA_ANGELA_BRANCH_7_DIALOG_4_SELECTION_0	Ya veo. Entonces...
DIALOGDATA_ANGELA_BRANCH_7_DIALOG_4_SELECTION_1	Porque me eligiste?
DIALOGDATA_ANGELA_BRANCH_8_DIALOG_0_INPUT	Esta es otra oportunidad para tu vida, no crees?
DIALOGDATA_ANGELA_BRANCH_8_DIALOG_1_INPUT	Entiendo que esto te parezca inquietante...
DIALOGDATA_ANGELA_BRANCH_8_DIALOG_2_INPUT	Sin embargo, El purgatorio despues de la muerte no es un tormento que merezcas sufrir. Tu alma descansa mejor en este lugar.
DIALOGDATA_ANGELA_BRANCH_8_DIALOG_3_INPUT	De eso estoy muy segura, Pequeño...
DIALOGDATA_ANGELA_BRANCH_9_DIALOG_0_INPUT	
DIALOGDATA_ANGELA_BRANCH_9_DIALOG_0_INPUT_ALT_0	Cuidate, Pequeño...
DIALOGDATA_ANGELA_BRANCH_9_DIALOG_0_INPUT_ALT_1	Siempre estare a tu lado.
DIALOGDATA_ANGELA_BRANCH_9_DIALOG_0_INPUT_ALT_2	Suerte, Pequeño.
DIALOGDATA_ANGELA_BRANCH_9_DIALOG_0_INPUT_ALT_3	Cuidate Mucho...
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT	
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_0	Cielos!
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_1	Ah!
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_2	Oh por..!
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_1_INPUT	Que alivio ver que mi llamado a resultado... Por un momento pense que tu alma se habia perdido.
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_2_INPUT	Soy Angela Flux, La guardiana mistica del santuario.
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_3_INPUT	Se que tienes algunas preguntas por hacer...
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_4_INPUT	Pero primero, Conozcamos un poco este lugar, No?
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_4_SELECTION_0	Te veo luego!
DIALOGDATA_ANGELA_QUEST_ACCEPT_RESPONSE_0	Ah, Si... Esta si es una tarea en la que debemos centrarnos.
DIALOGDATA_ANGELA_QUEST_ACCEPT_RESPONSE_1	Porfavor ten cuidado... El mundo haya afuera es impredecible.
DIALOGDATA_ANGELA_QUEST_ACCEPT_RESPONSE_2	Tengo Fe en que tendras exito, aventurero...
DIALOGDATA_ANGELA_QUEST_ACCEPT_RESPONSE_3	Regresa sano y salvo...
DIALOGDATA_ANGELA_QUEST_COMPLETE_RESPONSE_0	Buen trabajo... Nos queda un largo camino por recorrer.
DIALOGDATA_ANGELA_QUEST_COMPLETE_RESPONSE_1	Oh, Maravilloso! Te dare una gran recompenza...
DIALOGDATA_ANGELA_QUEST_COMPLETE_RESPONSE_2	Haz demostrado ser un regalo para nosotros...
DIALOGDATA_ANGELA_QUEST_COMPLETE_RESPONSE_3	Una cosa menos de la que preocuparse....
DIALOGDATA_ANGELA_QUEST_COMPLETE_RESPONSE_4	Definitivamente, Tendras una recompenza por tus hazañas...
DIALOGDATA_ANGELA_QUEST_COMPLETE_RESPONSE_5	Bien hecho, porfavor descansa en cuanto puedas...
DIALOGDATA_ANGELA_QUEST_COMPLETE_RESPONSE_6	Me gusta esto, si...
DIALOGDATA_ENOK_NAME_TAG	Enok
DIALOGDATA_ENOK_BRANCH_0_DIALOG_0_INPUT	
DIALOGDATA_ENOK_BRANCH_0_DIALOG_0_INPUT_ALT_0	Escupe tus palabras, Rapido.
DIALOGDATA_ENOK_BRANCH_0_DIALOG_0_INPUT_ALT_1	Hay mucho trabajo por hacer.
DIALOGDATA_ENOK_BRANCH_0_DIALOG_0_INPUT_ALT_2	Habla.
DIALOGDATA_ENOK_BRANCH_0_DIALOG_0_SELECTION_0	Olvidalo.
DIALOGDATA_ENOK_BRANCH_0_DIALOG_0_SELECTION_1	Me gustaria Saber...
DIALOGDATA_ENOK_BRANCH_0_DIALOG_0_SELECTION_2	alguna mision?
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_INPUT	
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_INPUT_ALT_0	Si?
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_INPUT_ALT_1	Tengo una pregunta.
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_INPUT_ALT_2	No hay preguntas que deje sin responder.
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_INPUT_ALT_3	Te Escucho.
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_SELECTION_0	Eh, La verdad...
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_SELECTION_1	Quien eres?
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_SELECTION_2	Que son los luchadores?
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_SELECTION_3	Sobre Aturdir.
DIALOGDATA_ENOK_BRANCH_2_DIALOG_0_INPUT	Soy Enok, Guardian luchador. represento lo feroz que es la luz, asediando el infierno Y la oscuridad.
DIALOGDATA_ENOK_BRANCH_2_DIALOG_1_INPUT	Supongo que eres nuevo en este lugar. pero haz llegado tarde, en una epoca en la que todo esta corrompido.
DIALOGDATA_ENOK_BRANCH_2_DIALOG_2_INPUT	Mis poderes otorgan fuerza y vitalidad a aquellas almas que hayan probado ser dignas de poseerlo.
DIALOGDATA_ENOK_BRANCH_2_DIALOG_3_INPUT	Siento una chispa de determinacion en ti. Sucumbe al miedo, Y fallaras.
DIALOGDATA_ENOK_BRANCH_2_DIALOG_3_SELECTION_0	Adios.
DIALOGDATA_ENOK_BRANCH_2_DIALOG_3_SELECTION_1	Otra cosa...
DIALOGDATA_ENOK_BRANCH_3_DIALOG_0_INPUT	Un alma perdida puede ser un luchador feroz una vez ha probado ser lo suficientemente fuerte.
DIALOGDATA_ENOK_BRANCH_3_DIALOG_1_INPUT	Un luchador puede desgarrar a sus oponentes, y masacrarlos en una lluvia de sangre.
DIALOGDATA_ENOK_BRANCH_3_DIALOG_2_INPUT	Un luchador puede arrasar todo a su paso, con un golpe directo, un asedio letal a distancia.
DIALOGDATA_ENOK_BRANCH_3_DIALOG_3_INPUT	Hace falta un enfoque intensivo para dominar todo lo necesario para el arte del combate.
DIALOGDATA_ENOK_BRANCH_3_DIALOG_4_INPUT	Si crees que tienes lo necesario, ven conmigo, Y podre enseñarte.
DIALOGDATA_ENOK_BRANCH_3_DIALOG_4_SELECTION_0	Adios.
DIALOGDATA_ENOK_BRANCH_3_DIALOG_4_SELECTION_1	Ya veo, Entonces...
DIALOGDATA_ENOK_BRANCH_4_DIALOG_0_INPUT	
DIALOGDATA_ENOK_BRANCH_4_DIALOG_0_INPUT_ALT_0	Tenemos Asuntos que Atender.
DIALOGDATA_ENOK_BRANCH_4_DIALOG_0_INPUT_ALT_1	Veamos si esto es de tu talla.
DIALOGDATA_ENOK_BRANCH_4_DIALOG_0_INPUT_ALT_2	Hoy es un gran dia para un baño de sangre.
DIALOGDATA_ENOK_BRANCH_4_DIALOG_0_INPUT_ALT_3	Es hora de unir nuestras fuerzas.
DIALOGDATA_ENOK_BRANCH_4_DIALOG_0_SELECTION_0	Te veo luego!
DIALOGDATA_ENOK_BRANCH_4_DIALOG_0_SELECTION_1	Una cosa mas...
DIALOGDATA_ENOK_BRANCH_5_DIALOG_0_INPUT	Aturdir a tus oponentes es escencial en combate cuerpo a cuerpo.
DIALOGDATA_ENOK_BRANCH_5_DIALOG_1_INPUT	Para aturdirlos, bloquea rapidamente antes de que inicien su ataque.
DIALOGDATA_ENOK_BRANCH_5_DIALOG_2_INPUT	Si logras aturdirlos correctamente, no te costara energia el hacerlo.
DIALOGDATA_ENOK_BRANCH_5_DIALOG_3_INPUT	Excepto que, tus oponentes deben que tener una fuerza relativa a la tuya para que sea efectivo.
DIALOGDATA_ENOK_BRANCH_5_DIALOG_4_INPUT	Si luchas contra un enemigo y resulta ser mas fuerte que tu,
DIALOGDATA_ENOK_BRANCH_5_DIALOG_5_INPUT	flaquearas en hacerlo y perderas tu energia con facilidad.
DIALOGDATA_ENOK_BRANCH_5_DIALOG_6_INPUT	Observa tus enemigos con detenimiento. No hay nada imposible para ti si tienes una estrategia.
DIALOGDATA_ENOK_BRANCH_5_DIALOG_6_SELECTION_0	Te veo luego!
DIALOGDATA_ENOK_BRANCH_5_DIALOG_6_SELECTION_1	Una cosa mas...
DIALOGDATA_ENOK_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT	Parece ser que tenemos carne fresca.
DIALOGDATA_ENOK_INTRODUCTION_BRANCH_0_DIALOG_1_INPUT	Si buscas volverte fuerte y seguir el camino del valor, habla conmigo.
DIALOGDATA_ENOK_INTRODUCTION_BRANCH_0_DIALOG_2_INPUT	Si tienes algo que decir, Dilo ahora.
DIALOGDATA_ENOK_INTRODUCTION_BRANCH_0_DIALOG_2_SELECTION_0	Olvidalo.
DIALOGDATA_ENOK_INTRODUCTION_BRANCH_0_DIALOG_2_SELECTION_1	Me gustaria Saber...
DIALOGDATA_ENOK_INTRODUCTION_BRANCH_0_DIALOG_2_SELECTION_2	Alguna Mision?
DIALOGDATA_ENOK_QUEST_ACCEPT_RESPONSE_0	Concedido.
DIALOGDATA_ENOK_QUEST_ACCEPT_RESPONSE_1	Que comienze la masacre.
DIALOGDATA_ENOK_QUEST_ACCEPT_RESPONSE_2	Es hora o nunca.
DIALOGDATA_ENOK_QUEST_COMPLETE_RESPONSE_0	Te estas volviendo muy fuerte en estas travesias, Uno menos.
DIALOGDATA_ENOK_QUEST_COMPLETE_RESPONSE_1	Bien hecho, Uno menos.
DIALOGDATA_ENOK_QUEST_COMPLETE_RESPONSE_2	La cazeria esta completa.
DIALOGDATA_ENOK_QUEST_COMPLETE_RESPONSE_3	Bien jugado.
DIALOGDATA_SANCTUMCIVILIAN_00_NAME_TAG	
DIALOGDATA_SANCTUMCIVILIAN_00_BRANCH_0_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_BRANCH_0_DIALOG_0_INPUT_ALT_0	Hola.
DIALOGDATA_SANCTUMCIVILIAN_00_BRANCH_0_DIALOG_0_INPUT_ALT_1	Me parece que he visto tu rostro antes... O tal vez no.
DIALOGDATA_SANCTUMCIVILIAN_00_BRANCH_0_DIALOG_0_INPUT_ALT_2	Gracias al cielo que el santuario esta a salvo.
DIALOGDATA_SANCTUMCIVILIAN_00_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_0	Hola.
DIALOGDATA_SALLY_NAME_TAG	Sally
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_INPUT	Buenas! Es un placer verte!
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_INPUT_ALT_0	Buenas! Es un placer verte!
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_INPUT_ALT_1	Saludos! En que puedo ayudarte?
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_INPUT_ALT_2	Que puedo hacer por ti?
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_SELECTION_0	Olvidalo...
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_SELECTION_1	Que es esa creatura?
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_SELECTION_2	Alguna mision?
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_SELECTION_3	Quiero Commerciar!
DIALOGDATA_SALLY_BRANCH_1_DIALOG_0_INPUT	Oh si, Claro! Que vas a hacer en esta ocasion? Comprar O vender?
DIALOGDATA_SALLY_BRANCH_1_DIALOG_0_INPUT_ALT_0	Oh si, Claro! Que vas a hacer en esta ocasion? Comprar O vender?
DIALOGDATA_SALLY_BRANCH_1_DIALOG_0_INPUT_ALT_1	Tengo todo lo que necesitas!
DIALOGDATA_SALLY_BRANCH_1_DIALOG_0_INPUT_ALT_2	Nunca hay un mal dia para hacer negocios!
DIALOGDATA_SALLY_BRANCH_1_DIALOG_0_INPUT_ALT_3	Oh? Tienes algo brillante para mi?
DIALOGDATA_SALLY_BRANCH_1_DIALOG_0_SELECTION_0	Adios!
DIALOGDATA_SALLY_BRANCH_1_DIALOG_0_SELECTION_1	Alguna Mision?
DIALOGDATA_SALLY_BRANCH_2_DIALOG_0_INPUT	Si tienes algun intercambio por hacer, vuelve cuando quieras!
DIALOGDATA_SALLY_BRANCH_2_DIALOG_0_INPUT_ALT_0	Si tienes algun intercambio por hacer, vuelve cuando quieras!
DIALOGDATA_SALLY_BRANCH_2_DIALOG_0_INPUT_ALT_1	Siempre es un placer! 
DIALOGDATA_SALLY_BRANCH_2_DIALOG_0_INPUT_ALT_2	Ten cuidado, Cielo!
DIALOGDATA_SALLY_BRANCH_2_DIALOG_0_INPUT_ALT_3	Siempre estare aqui dia y noche!
DIALOGDATA_SALLY_BRANCH_2_DIALOG_0_INPUT_ALT_4	Cuidate Mucho, Me oyes?
DIALOGDATA_SALLY_BRANCH_3_DIALOG_0_INPUT	Ah, Ese es mi mimico mascota, Spike!. Descuida no muerde.
DIALOGDATA_SALLY_BRANCH_3_DIALOG_1_INPUT	Es muy amistoso, Aunque tambien es un dolor de cabeza. No se que haria sin el.
DIALOGDATA_SALLY_BRANCH_3_DIALOG_2_INPUT	Sabes?, Spike puede guardar tus objectos si no tienes espacio. No es genial?
DIALOGDATA_SALLY_BRANCH_4_DIALOG_0_INPUT	
DIALOGDATA_SALLY_BRANCH_4_DIALOG_0_INPUT_ALT_0	De hecho, Puede que si!
DIALOGDATA_SALLY_BRANCH_4_DIALOG_0_INPUT_ALT_1	Creo que tengo algo para ti!
DIALOGDATA_SALLY_BRANCH_4_DIALOG_0_INPUT_ALT_2	Hay que ocuparse de algunas cosas!
DIALOGDATA_SALLY_BRANCH_4_DIALOG_0_SELECTION_0	Adios.
DIALOGDATA_SALLY_BRANCH_4_DIALOG_0_SELECTION_1	A comerciar!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT	
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_0	Vaya, Vaya! Es agradable ver una nueva cara por estos lares!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_1	Saludos! No creo haberte visto por aqui.
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_2	Hola, cariño, Pasa!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_3	Es bueno ver a alguien nuevo por aqui!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_1_INPUT	Soy Sally! Bienvenido a mi tienda!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_2_INPUT	Tengo algunos bienes que te puedo vender, Pero tambien te puedo comprar! Si tienes algo valioso, traelo!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_3_INPUT	Muchos de mis amigos tambien estan dispersos por estas tierras! Saludalos de mi parte si los encuentras.
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_4_INPUT	Haz me saber que puedo hacer por ti!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_4_SELECTION_0	A notado, Gracias!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_4_SELECTION_1	Alguna Mision?
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_4_SELECTION_2	Veamos que tienes.
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_1_DIALOG_0_INPUT	Claro, cariño!
DIALOGDATA_SALLY_SHOPKEEP_RESPONSE_0	Muchas gracias!
